eBird Location codes:,,,,,,,,
1974,"""US-MI-061:Houghton County"",",,,167,US-,NC-,167,:Stanly County
1975,"""US-MI-059:Hillsdale County"",",,,169,US-,NC-,169,:Stokes County
1976,"""US-MI-057:Gratiot County"",",,,171,US-,NC-,171,:Surry County
1977,"""US-MI-055:Grand Traverse County"",",,,173,US-,NC-,173,:Swain County
1978,"""US-MI-053:Gogebic County"",",,,175,US-,NC-,175,:Transylvania County
1979,"""US-MI-051:Gladwin County"",",,,177,US-,NC-,177,:Tyrrell County
1980,"""US-MI-049:Genesee County"",",,,179,US-,NC-,179,:Union County
1981,"""US-MI-047:Emmet County"",",,,181,US-,NC-,181,:Vance County
1982,"""US-MI-045:Eaton County"",",,,183,US-,NC-,183,:Wake County
1983,"""US-MI-043:Dickinson County"",",,,185,US-,NC-,185,:Warren County
1984,"""US-MI-041:Delta County"",",,,187,US-,NC-,187,:Washington County
1985,"""US-MI-039:Crawford County"",",,,189,US-,NC-,189,:Watauga County
1986,"""US-MI-037:Clinton County"",",,,191,US-,NC-,191,:Wayne County
1987,"""US-MI-035:Clare County"",",,,193,US-,NC-,193,:Wilkes County
1988,"""US-MI-033:Chippewa County"",",,,195,US-,NC-,195,:Wilson County
1989,"""US-MI-031:Cheboygan County"",",,,197,US-,NC-,197,:Yadkin County
1990,"""US-MI-029:Charlevoix County"",",,,199,US-,NC-,199,:Yancey County
1991,"""US-MI-027:Cass County"",",,,1,US-,ND-,001,:Adams County
1992,"""US-MI-025:Calhoun County"",",,,3,US-,ND-,003,:Barnes County
1993,"""US-MI-023:Branch County"",",,,5,US-,ND-,005,:Benson County
1994,"""US-MI-021:Berrien County"",",,,7,US-,ND-,007,:Billings County
1995,"""US-MI-019:Benzie County"",",,,9,US-,ND-,009,:Bottineau County
1996,"""US-MI-017:Bay County"",",,,11,US-,ND-,011,:Bowman County
1997,"""US-MI-015:Barry County"",",,,13,US-,ND-,013,:Burke County
1998,"""US-MI-013:Baraga County"",",,,15,US-,ND-,015,:Burleigh County
1999,"""US-MI-011:Arenac County"",",,,17,US-,ND-,017,:Cass County
2000,"""US-MI-009:Antrim County"",",,,19,US-,ND-,019,:Cavalier County
2001,"""US-MI-007:Alpena County"",",,,21,US-,ND-,021,:Dickey County
2002,"""US-MI-005:Allegan County"",",,,23,US-,ND-,023,:Divide County
2003,"""US-MI-003:Alger County"",",,,25,US-,ND-,025,:Dunn County
2004,"""US-MI-001:Alcona County"",",,,27,US-,ND-,027,:Eddy County
2005,"""US-MA-027:Worcester County"",",,,29,US-,ND-,029,:Emmons County
2006,"""US-MA-025:Suffolk County"",",,,31,US-,ND-,031,:Foster County
2007,"""US-MA-023:Plymouth County"",",,,33,US-,ND-,033,:Golden Valley County
2008,"""US-MA-021:Norfolk County"",",,,35,US-,ND-,035,:Grand Forks County
2009,"""US-MA-019:Nantucket County"",",,,37,US-,ND-,037,:Grant County
2010,"""US-MA-017:Middlesex County"",",,,39,US-,ND-,039,:Griggs County
2011,"""US-MA-015:Hampshire County"",",,,41,US-,ND-,041,:Hettinger County
2012,"""US-MA-013:Hampden County"",",,,43,US-,ND-,043,:Kidder County
2013,"""US-MA-011:Franklin County"",",,,45,US-,ND-,045,:LaMoure County
2014,"""US-MA-009:Essex County"",",,,47,US-,ND-,047,:Logan County
2015,"""US-MA-007:Dukes County"",",,,49,US-,ND-,049,:McHenry County
2016,"""US-MA-005:Bristol County"",",,,51,US-,ND-,051,:McIntosh County
2017,"""US-MA-003:Berkshire County"",",,,53,US-,ND-,053,:McKenzie County
2018,"""US-MA-001:Barnstable County"",",,,55,US-,ND-,055,:McLean County
2019,"""US-MD-510:Baltimore city"",",,,57,US-,ND-,057,:Mercer County
2020,"""US-MD-047:Worcester County"",",,,59,US-,ND-,059,:Morton County
2021,"""US-MD-045:Wicomico County"",",,,61,US-,ND-,061,:Mountrail County
2022,"""US-MD-043:Washington County"",",,,63,US-,ND-,063,:Nelson County
2023,"""US-MD-041:Talbot County"",",,,65,US-,ND-,065,:Oliver County
2024,"""US-MD-039:Somerset County"",",,,67,US-,ND-,067,:Pembina County
2025,"""US-MD-037:St. Mary's County"",",,,69,US-,ND-,069,:Pierce County
2026,"""US-MD-035:Queen Anne's County"",",,,71,US-,ND-,071,:Ramsey County
2027,"""US-MD-033:Prince George's County"",",,,73,US-,ND-,073,:Ransom County
2028,"""US-MD-031:Montgomery County"",",,,75,US-,ND-,075,:Renville County
2029,"""US-MD-029:Kent County"",",,,77,US-,ND-,077,:Richland County
2030,"""US-MD-027:Howard County"",",,,79,US-,ND-,079,:Rolette County
2031,"""US-MD-025:Harford County"",",,,81,US-,ND-,081,:Sargent County
2032,"""US-MD-023:Garrett County"",",,,83,US-,ND-,083,:Sheridan County
2033,"""US-MD-021:Frederick County"",",,,85,US-,ND-,085,:Sioux County
2034,"""US-MD-019:Dorchester County"",",,,87,US-,ND-,087,:Slope County
2035,"""US-MD-017:Charles County"",",,,89,US-,ND-,089,:Stark County
2036,"""US-MD-015:Cecil County"",",,,91,US-,ND-,091,:Steele County
2037,"""US-MD-013:Carroll County"",",,,93,US-,ND-,093,:Stutsman County
2038,"""US-MD-011:Caroline County"",",,,95,US-,ND-,095,:Towner County
2039,"""US-MD-009:Calvert County"",",,,97,US-,ND-,097,:Traill County
2040,"""US-MD-005:Baltimore County"",",,,99,US-,ND-,099,:Walsh County
2041,"""US-MD-003:Anne Arundel County"",",,,101,US-,ND-,101,:Ward County
2042,"""US-MD-001:Allegany County"",",,,103,US-,ND-,103,:Wells County
2043,"""US-ME-031:York County"",",,,105,US-,ND-,105,:Williams County
2044,"""US-ME-029:Washington County"",",,,1,US-,OH-,001,:Adams County
2045,"""US-ME-027:Waldo County"",",,,3,US-,OH-,003,:Allen County
2046,"""US-ME-025:Somerset County"",",,,5,US-,OH-,005,:Ashland County
2047,"""US-ME-023:Sagadahoc County"",",,,7,US-,OH-,007,:Ashtabula County
2048,"""US-ME-021:Piscataquis County"",",,,9,US-,OH-,009,:Athens County
2049,"""US-ME-019:Penobscot County"",",,,11,US-,OH-,011,:Auglaize County
2050,"""US-ME-017:Oxford County"",",,,13,US-,OH-,013,:Belmont County
2051,"""US-ME-015:Lincoln County"",",,,15,US-,OH-,015,:Brown County
2052,"""US-ME-013:Knox County"",",,,17,US-,OH-,017,:Butler County
2053,"""US-ME-011:Kennebec County"",",,,19,US-,OH-,019,:Carroll County
2054,"""US-ME-009:Hancock County"",",,,21,US-,OH-,021,:Champaign County
2055,"""US-ME-007:Franklin County"",",,,23,US-,OH-,023,:Clark County
2056,"""US-ME-005:Cumberland County"",",,,25,US-,OH-,025,:Clermont County
2057,"""US-ME-003:Aroostook County"",",,,27,US-,OH-,027,:Clinton County
2058,"""US-ME-001:Androscoggin County"",",,,29,US-,OH-,029,:Columbiana County
2059,"""US-LA-127:Winn Parish"",",,,31,US-,OH-,031,:Coshocton County
2060,"""US-LA-125:West Feliciana Parish"",",,,33,US-,OH-,033,:Crawford County
2061,"""US-LA-123:West Carroll Parish"",",,,35,US-,OH-,035,:Cuyahoga County
2062,"""US-LA-121:West Baton Rouge Parish"",",,,37,US-,OH-,037,:Darke County
2063,"""US-LA-119:Webster Parish"",",,,39,US-,OH-,039,:Defiance County
2064,"""US-LA-117:Washington Parish"",",,,41,US-,OH-,041,:Delaware County
2065,"""US-LA-115:Vernon Parish"",",,,43,US-,OH-,043,:Erie County
2066,"""US-LA-113:Vermilion Parish"",",,,45,US-,OH-,045,:Fairfield County
2067,"""US-LA-111:Union Parish"",",,,47,US-,OH-,047,:Fayette County
2068,"""US-LA-109:Terrebonne Parish"",",,,49,US-,OH-,049,:Franklin County
2069,"""US-LA-107:Tensas Parish"",",,,51,US-,OH-,051,:Fulton County
2070,"""US-LA-105:Tangipahoa Parish"",",,,53,US-,OH-,053,:Gallia County
2071,"""US-LA-103:St. Tammany Parish"",",,,55,US-,OH-,055,:Geauga County
2072,"""US-LA-101:St. Mary Parish"",",,,57,US-,OH-,057,:Greene County
2073,"""US-LA-099:St. Martin Parish"",",,,59,US-,OH-,059,:Guernsey County
2074,"""US-LA-097:St. Landry Parish"",",,,61,US-,OH-,061,:Hamilton County
2075,"""US-LA-095:St. John the Baptist Parish"",",,,63,US-,OH-,063,:Hancock County
2076,"""US-LA-093:St. James Parish"",",,,65,US-,OH-,065,:Hardin County
2077,"""US-LA-091:St. Helena Parish"",",,,67,US-,OH-,067,:Harrison County
2078,"""US-LA-089:St. Charles Parish"",",,,69,US-,OH-,069,:Henry County
2079,"""US-LA-087:St. Bernard Parish"",",,,71,US-,OH-,071,:Highland County
2080,"""US-LA-085:Sabine Parish"",",,,73,US-,OH-,073,:Hocking County
2081,"""US-LA-083:Richland Parish"",",,,75,US-,OH-,075,:Holmes County
2082,"""US-LA-081:Red River Parish"",",,,77,US-,OH-,077,:Huron County
2083,"""US-LA-079:Rapides Parish"",",,,79,US-,OH-,079,:Jackson County
2084,"""US-LA-077:Pointe Coupee Parish"",",,,81,US-,OH-,081,:Jefferson County
2085,"""US-LA-075:Plaquemines Parish"",",,,83,US-,OH-,083,:Knox County
2086,"""US-LA-073:Ouachita Parish"",",,,85,US-,OH-,085,:Lake County
2087,"""US-LA-071:Orleans Parish"",",,,87,US-,OH-,087,:Lawrence County
2088,"""US-LA-069:Natchitoches Parish"",",,,89,US-,OH-,089,:Licking County
2089,"""US-LA-067:Morehouse Parish"",",,,91,US-,OH-,091,:Logan County
2090,"""US-LA-065:Madison Parish"",",,,93,US-,OH-,093,:Lorain County
2091,"""US-LA-063:Livingston Parish"",",,,95,US-,OH-,095,:Lucas County
2092,"""US-LA-061:Lincoln Parish"",",,,97,US-,OH-,097,:Madison County
2093,"""US-LA-059:La Salle Parish"",",,,99,US-,OH-,099,:Mahoning County
2094,"""US-LA-057:Lafourche Parish"",",,,101,US-,OH-,101,:Marion County
2095,"""US-LA-055:Lafayette Parish"",",,,103,US-,OH-,103,:Medina County
2096,"""US-LA-053:Jefferson Davis Parish"",",,,105,US-,OH-,105,:Meigs County
2097,"""US-LA-051:Jefferson Parish"",",,,107,US-,OH-,107,:Mercer County
2098,"""US-LA-049:Jackson Parish"",",,,109,US-,OH-,109,:Miami County
2099,"""US-LA-047:Iberville Parish"",",,,111,US-,OH-,111,:Monroe County
2100,"""US-LA-045:Iberia Parish"",",,,113,US-,OH-,113,:Montgomery County
2101,"""US-LA-043:Grant Parish"",",,,115,US-,OH-,115,:Morgan County
2102,"""US-LA-041:Franklin Parish"",",,,117,US-,OH-,117,:Morrow County
2103,"""US-LA-039:Evangeline Parish"",",,,119,US-,OH-,119,:Muskingum County
2104,"""US-LA-037:East Feliciana Parish"",",,,121,US-,OH-,121,:Noble County
2105,"""US-LA-035:East Carroll Parish"",",,,123,US-,OH-,123,:Ottawa County
2106,"""US-LA-033:East Baton Rouge Parish"",",,,125,US-,OH-,125,:Paulding County
2107,"""US-LA-031:De Soto Parish"",",,,127,US-,OH-,127,:Perry County
2108,"""US-LA-029:Concordia Parish"",",,,129,US-,OH-,129,:Pickaway County
2109,"""US-LA-027:Claiborne Parish"",",,,131,US-,OH-,131,:Pike County
2110,"""US-LA-025:Catahoula Parish"",",,,133,US-,OH-,133,:Portage County
2111,"""US-LA-023:Cameron Parish"",",,,135,US-,OH-,135,:Preble County
2112,"""US-LA-021:Caldwell Parish"",",,,137,US-,OH-,137,:Putnam County
2113,"""US-LA-019:Calcasieu Parish"",",,,139,US-,OH-,139,:Richland County
2114,"""US-LA-017:Caddo Parish"",",,,141,US-,OH-,141,:Ross County
2115,"""US-LA-015:Bossier Parish"",",,,143,US-,OH-,143,:Sandusky County
2116,"""US-LA-013:Bienville Parish"",",,,145,US-,OH-,145,:Scioto County
2117,"""US-LA-011:Beauregard Parish"",",,,147,US-,OH-,147,:Seneca County
2118,"""US-LA-009:Avoyelles Parish"",",,,149,US-,OH-,149,:Shelby County
2119,"""US-LA-007:Assumption Parish"",",,,151,US-,OH-,151,:Stark County
2120,"""US-LA-005:Ascension Parish"",",,,153,US-,OH-,153,:Summit County
2121,"""US-LA-003:Allen Parish"",",,,155,US-,OH-,155,:Trumbull County
2122,"""US-LA-001:Acadia Parish"",",,,157,US-,OH-,157,:Tuscarawas County
2123,"""US-KY-239:Woodford County"",",,,159,US-,OH-,159,:Union County
2124,"""US-KY-237:Wolfe County"",",,,161,US-,OH-,161,:Van Wert County
2125,"""US-KY-235:Whitley County"",",,,163,US-,OH-,163,:Vinton County
2126,"""US-KY-233:Webster County"",",,,165,US-,OH-,165,:Warren County
2127,"""US-KY-231:Wayne County"",",,,167,US-,OH-,167,:Washington County
2128,"""US-KY-229:Washington County"",",,,169,US-,OH-,169,:Wayne County
2129,"""US-KY-227:Warren County"",",,,171,US-,OH-,171,:Williams County
2130,"""US-KY-225:Union County"",",,,173,US-,OH-,173,:Wood County
2131,"""US-KY-223:Trimble County"",",,,175,US-,OH-,175,:Wyandot County
2132,"""US-KY-221:Trigg County"",",,,1,US-,OK-,001,:Adair County
2133,"""US-KY-219:Todd County"",",,,3,US-,OK-,003,:Alfalfa County
2134,"""US-KY-217:Taylor County"",",,,5,US-,OK-,005,:Atoka County
2135,"""US-KY-215:Spencer County"",",,,7,US-,OK-,007,:Beaver County
2136,"""US-KY-213:Simpson County"",",,,9,US-,OK-,009,:Beckham County
2137,"""US-KY-211:Shelby County"",",,,11,US-,OK-,011,:Blaine County
2138,"""US-KY-209:Scott County"",",,,13,US-,OK-,013,:Bryan County
2139,"""US-KY-207:Russell County"",",,,15,US-,OK-,015,:Caddo County
2140,"""US-KY-205:Rowan County"",",,,17,US-,OK-,017,:Canadian County
2141,"""US-KY-203:Rockcastle County"",",,,19,US-,OK-,019,:Carter County
2142,"""US-KY-201:Robertson County"",",,,21,US-,OK-,021,:Cherokee County
2143,"""US-KY-199:Pulaski County"",",,,23,US-,OK-,023,:Choctaw County
2144,"""US-KY-197:Powell County"",",,,25,US-,OK-,025,:Cimarron County
2145,"""US-KY-195:Pike County"",",,,27,US-,OK-,027,:Cleveland County
2146,"""US-KY-193:Perry County"",",,,29,US-,OK-,029,:Coal County
2147,"""US-KY-191:Pendleton County"",",,,31,US-,OK-,031,:Comanche County
2148,"""US-KY-189:Owsley County"",",,,33,US-,OK-,033,:Cotton County
2149,"""US-KY-187:Owen County"",",,,35,US-,OK-,035,:Craig County
2150,"""US-KY-185:Oldham County"",",,,37,US-,OK-,037,:Creek County
2151,"""US-KY-183:Ohio County"",",,,39,US-,OK-,039,:Custer County
2152,"""US-KY-181:Nicholas County"",",,,41,US-,OK-,041,:Delaware County
2153,"""US-KY-179:Nelson County"",",,,43,US-,OK-,043,:Dewey County
2154,"""US-KY-177:Muhlenberg County"",",,,45,US-,OK-,045,:Ellis County
2155,"""US-KY-175:Morgan County"",",,,47,US-,OK-,047,:Garfield County
2156,"""US-KY-173:Montgomery County"",",,,49,US-,OK-,049,:Garvin County
2157,"""US-KY-171:Monroe County"",",,,51,US-,OK-,051,:Grady County
2158,"""US-KY-169:Metcalfe County"",",,,53,US-,OK-,053,:Grant County
2159,"""US-KY-167:Mercer County"",",,,55,US-,OK-,055,:Greer County
2160,"""US-KY-165:Menifee County"",",,,57,US-,OK-,057,:Harmon County
2161,"""US-KY-163:Meade County"",",,,59,US-,OK-,059,:Harper County
2162,"""US-KY-161:Mason County"",",,,61,US-,OK-,061,:Haskell County
2163,"""US-KY-159:Martin County"",",,,63,US-,OK-,063,:Hughes County
2164,"""US-KY-157:Marshall County"",",,,65,US-,OK-,065,:Jackson County
2165,"""US-KY-155:Marion County"",",,,67,US-,OK-,067,:Jefferson County
2166,"""US-KY-153:Magoffin County"",",,,69,US-,OK-,069,:Johnston County
2167,"""US-KY-151:Madison County"",",,,71,US-,OK-,071,:Kay County
2168,"""US-KY-149:McLean County"",",,,73,US-,OK-,073,:Kingfisher County
2169,"""US-KY-147:McCreary County"",",,,75,US-,OK-,075,:Kiowa County
2170,"""US-KY-145:McCracken County"",",,,77,US-,OK-,077,:Latimer County
2171,"""US-KY-143:Lyon County"",",,,79,US-,OK-,079,:Le Flore County
2172,"""US-KY-141:Logan County"",",,,81,US-,OK-,081,:Lincoln County
2173,"""US-KY-139:Livingston County"",",,,83,US-,OK-,083,:Logan County
2174,"""US-KY-137:Lincoln County"",",,,85,US-,OK-,085,:Love County
2175,"""US-KY-135:Lewis County"",",,,87,US-,OK-,087,:McClain County
2176,"""US-KY-133:Letcher County"",",,,89,US-,OK-,089,:McCurtain County
2177,"""US-KY-131:Leslie County"",",,,91,US-,OK-,091,:McIntosh County
2178,"""US-KY-129:Lee County"",",,,93,US-,OK-,093,:Major County
2179,"""US-KY-127:Lawrence County"",",,,95,US-,OK-,095,:Marshall County
2180,"""US-KY-125:Laurel County"",",,,97,US-,OK-,097,:Mayes County
2181,"""US-KY-123:Larue County"",",,,99,US-,OK-,099,:Murray County
2182,"""US-KY-121:Knox County"",",,,101,US-,OK-,101,:Muskogee County
2183,"""US-KY-119:Knott County"",",,,103,US-,OK-,103,:Noble County
2184,"""US-KY-117:Kenton County"",",,,105,US-,OK-,105,:Nowata County
2185,"""US-KY-115:Johnson County"",",,,107,US-,OK-,107,:Okfuskee County
2186,"""US-KY-113:Jessamine County"",",,,109,US-,OK-,109,:Oklahoma County
2187,"""US-KY-111:Jefferson County"",",,,111,US-,OK-,111,:Okmulgee County
2188,"""US-KY-109:Jackson County"",",,,113,US-,OK-,113,:Osage County
2189,"""US-KY-107:Hopkins County"",",,,115,US-,OK-,115,:Ottawa County
2190,"""US-KY-105:Hickman County"",",,,117,US-,OK-,117,:Pawnee County
2191,"""US-KY-103:Henry County"",",,,119,US-,OK-,119,:Payne County
2192,"""US-KY-101:Henderson County"",",,,121,US-,OK-,121,:Pittsburg County
2193,"""US-KY-099:Hart County"",",,,123,US-,OK-,123,:Pontotoc County
2194,"""US-KY-097:Harrison County"",",,,125,US-,OK-,125,:Pottawatomie County
2195,"""US-KY-095:Harlan County"",",,,127,US-,OK-,127,:Pushmataha County
2196,"""US-KY-093:Hardin County"",",,,129,US-,OK-,129,:Roger Mills County
2197,"""US-KY-091:Hancock County"",",,,131,US-,OK-,131,:Rogers County
2198,"""US-KY-089:Greenup County"",",,,133,US-,OK-,133,:Seminole County
2199,"""US-KY-087:Green County"",",,,135,US-,OK-,135,:Sequoyah County
2200,"""US-KY-085:Grayson County"",",,,137,US-,OK-,137,:Stephens County
2201,"""US-KY-083:Graves County"",",,,139,US-,OK-,139,:Texas County
2202,"""US-KY-081:Grant County"",",,,141,US-,OK-,141,:Tillman County
2203,"""US-KY-079:Garrard County"",",,,143,US-,OK-,143,:Tulsa County
2204,"""US-KY-077:Gallatin County"",",,,145,US-,OK-,145,:Wagoner County
2205,"""US-KY-075:Fulton County"",",,,147,US-,OK-,147,:Washington County
2206,"""US-KY-073:Franklin County"",",,,149,US-,OK-,149,:Washita County
2207,"""US-KY-071:Floyd County"",",,,151,US-,OK-,151,:Woods County
2208,"""US-KY-069:Fleming County"",",,,153,US-,OK-,153,:Woodward County
2209,"""US-KY-067:Fayette County"",",,,1,US-,OR-,001,:Baker County
2210,"""US-KY-065:Estill County"",",,,3,US-,OR-,003,:Benton County
2211,"""US-KY-063:Elliott County"",",,,5,US-,OR-,005,:Clackamas County
2212,"""US-KY-061:Edmonson County"",",,,7,US-,OR-,007,:Clatsop County
2213,"""US-KY-059:Daviess County"",",,,9,US-,OR-,009,:Columbia County
2214,"""US-KY-057:Cumberland County"",",,,11,US-,OR-,011,:Coos County
2215,"""US-KY-055:Crittenden County"",",,,13,US-,OR-,013,:Crook County
2216,"""US-KY-053:Clinton County"",",,,15,US-,OR-,015,:Curry County
2217,"""US-KY-051:Clay County"",",,,17,US-,OR-,017,:Deschutes County
2218,"""US-KY-049:Clark County"",",,,19,US-,OR-,019,:Douglas County
2219,"""US-KY-047:Christian County"",",,,21,US-,OR-,021,:Gilliam County
2220,"""US-KY-045:Casey County"",",,,23,US-,OR-,023,:Grant County
2221,"""US-KY-043:Carter County"",",,,25,US-,OR-,025,:Harney County
2222,"""US-KY-041:Carroll County"",",,,27,US-,OR-,027,:Hood River County
2223,"""US-KY-039:Carlisle County"",",,,29,US-,OR-,029,:Jackson County
2224,"""US-KY-037:Campbell County"",",,,31,US-,OR-,031,:Jefferson County
2225,"""US-KY-035:Calloway County"",",,,33,US-,OR-,033,:Josephine County
2226,"""US-KY-033:Caldwell County"",",,,35,US-,OR-,035,:Klamath County
2227,"""US-KY-031:Butler County"",",,,37,US-,OR-,037,:Lake County
2228,"""US-KY-029:Bullitt County"",",,,39,US-,OR-,039,:Lane County
2229,"""US-KY-027:Breckinridge County"",",,,41,US-,OR-,041,:Lincoln County
2230,"""US-KY-025:Breathitt County"",",,,43,US-,OR-,043,:Linn County
2231,"""US-KY-023:Bracken County"",",,,45,US-,OR-,045,:Malheur County
2232,"""US-KY-021:Boyle County"",",,,47,US-,OR-,047,:Marion County
2233,"""US-KY-019:Boyd County"",",,,49,US-,OR-,049,:Morrow County
2234,"""US-KY-017:Bourbon County"",",,,51,US-,OR-,051,:Multnomah County
2235,"""US-KY-015:Boone County"",",,,53,US-,OR-,053,:Polk County
2236,"""US-KY-013:Bell County"",",,,55,US-,OR-,055,:Sherman County
2237,"""US-KY-011:Bath County"",",,,57,US-,OR-,057,:Tillamook County
2238,"""US-KY-009:Barren County"",",,,59,US-,OR-,059,:Umatilla County
2239,"""US-KY-007:Ballard County"",",,,61,US-,OR-,061,:Union County
2240,"""US-KY-005:Anderson County"",",,,63,US-,OR-,063,:Wallowa County
2241,"""US-KY-003:Allen County"",",,,65,US-,OR-,065,:Wasco County
2242,"""US-KY-001:Adair County"",",,,67,US-,OR-,067,:Washington County
2243,"""US-KS-209:Wyandotte County"",",,,69,US-,OR-,069,:Wheeler County
2244,"""US-KS-207:Woodson County"",",,,71,US-,OR-,071,:Yamhill County
2245,"""US-KS-205:Wilson County"",",,,1,US-,PA-,001,:Adams County
2246,"""US-KS-203:Wichita County"",",,,3,US-,PA-,003,:Allegheny County
2247,"""US-KS-201:Washington County"",",,,5,US-,PA-,005,:Armstrong County
2248,"""US-KS-199:Wallace County"",",,,7,US-,PA-,007,:Beaver County
2249,"""US-KS-197:Wabaunsee County"",",,,9,US-,PA-,009,:Bedford County
2250,"""US-KS-195:Trego County"",",,,11,US-,PA-,011,:Berks County
2251,"""US-KS-193:Thomas County"",",,,13,US-,PA-,013,:Blair County
2252,"""US-KS-191:Sumner County"",",,,15,US-,PA-,015,:Bradford County
2253,"""US-KS-189:Stevens County"",",,,17,US-,PA-,017,:Bucks County
2254,"""US-KS-187:Stanton County"",",,,19,US-,PA-,019,:Butler County
2255,"""US-KS-185:Stafford County"",",,,21,US-,PA-,021,:Cambria County
2256,"""US-KS-183:Smith County"",",,,23,US-,PA-,023,:Cameron County
2257,"""US-KS-181:Sherman County"",",,,25,US-,PA-,025,:Carbon County
2258,"""US-KS-179:Sheridan County"",",,,27,US-,PA-,027,:Centre County
2259,"""US-KS-177:Shawnee County"",",,,29,US-,PA-,029,:Chester County
